,STATE,VE_TOTAL,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,DAY_WEEK,ROUTE,MAN_COLL,RELJCT1,RELJCT2,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER,FATALS,DRUNK_DR,HARM_EV_RED,HR_RANGE
1,1,1,0,0,0,1,1,5,3,0,0,1,0,4,2,1,1,1,1,1
2,1,1,0,0,0,1,1,5,1,0,0,1,0,3,2,10,1,0,5,6
3,1,1,0,0,0,2,2,5,2,0,0,1,0,4,2,1,1,1,6,1
4,1,1,0,0,0,1,1,1,3,0,0,1,0,4,2,10,1,1,6,1
5,1,2,0,0,0,2,2,4,2,6,0,2,0,1,1,1,1,0,1,2
6,1,1,0,0,0,2,2,5,4,0,0,1,0,4,1,1,1,0,0,3
7,1,1,0,0,0,2,2,5,2,0,0,1,0,4,3,1,1,0,0,5
8,1,1,0,1,1,1,1,7,6,0,0,1,0,1,2,2,1,0,3,6
9,1,1,0,0,0,1,1,3,2,0,0,1,0,4,1,10,1,0,0,3
10,1,2,0,0,0,2,2,2,3,2,0,1,0,1,2,1,1,0,1,5
11,1,2,0,0,0,2,2,4,3,7,0,1,0,1,2,1,1,0,1,6
12,1,3,0,0,0,6,6,6,2,6,0,1,0,1,1,1,1,0,1,2
13,1,1,0,0,0,1,1,7,4,0,0,1,0,1,1,1,1,1,0,3
14,1,1,0,0,0,1,1,1,2,0,0,1,0,4,1,10,1,1,0,2
15,1,1,0,0,0,1,1,1,4,0,0,1,0,4,1,1,1,0,0,3
16,1,2,0,0,0,2,2,3,3,6,0,8,0,1,3,10,1,0,1,5
17,1,1,0,0,0,1,1,4,4,0,0,1,0,4,1,10,1,0,6,4
18,1,1,0,0,0,2,2,6,4,0,0,1,0,4,2,1,1,1,6,5
19,1,1,0,0,0,1,1,2,4,0,0,1,0,1,2,1,1,0,0,1
20,1,2,0,0,0,3,3,5,6,6,0,2,0,1,2,2,1,0,1,5
21,1,2,0,0,0,4,4,6,1,1,0,1,0,1,1,2,1,0,1,4
22,1,1,0,0,0,2,2,2,1,0,0,1,0,3,2,1,1,0,6,2
23,1,1,0,0,0,1,1,2,3,0,0,1,0,4,2,5,1,1,6,6
24,1,1,0,0,0,1,1,6,4,0,0,1,0,5,4,1,1,0,6,2
25,1,1,0,0,0,2,2,5,4,0,0,1,0,4,2,1,2,1,6,1
26,1,1,0,0,0,1,1,3,6,0,0,3,0,4,1,10,1,0,5,4
27,1,2,0,0,0,3,3,7,4,6,0,2,0,1,1,1,1,0,1,4
28,1,1,0,0,0,1,1,7,3,0,0,1,0,4,2,1,1,1,0,1
29,1,1,0,0,0,1,1,6,2,0,0,3,0,4,2,2,1,0,5,2
30,1,2,0,0,0,5,5,7,3,2,0,1,0,1,1,1,5,0,1,4
31,1,1,0,1,1,1,1,7,4,0,0,2,0,1,5,1,1,0,3,5
32,1,1,0,0,0,1,1,1,4,0,0,1,0,4,4,1,1,1,5,2
33,1,1,0,0,0,2,2,6,6,0,0,1,0,4,3,2,2,1,6,6
34,1,6,0,0,0,10,10,5,2,1,0,3,0,1,1,10,1,1,1,4
35,1,2,0,0,0,2,2,4,2,6,0,2,0,1,1,1,1,0,1,3
36,1,2,0,0,0,5,5,2,2,6,0,1,0,1,1,1,2,0,1,4
37,1,1,0,0,0,1,1,2,4,0,0,1,0,5,1,1,1,0,6,4
38,1,1,0,0,0,1,1,3,6,0,0,1,0,6,1,1,1,0,6,5
39,1,1,0,0,0,1,1,5,3,0,0,1,0,4,2,1,1,1,5,1
40,1,1,0,1,1,1,1,3,6,0,0,1,1,1,1,1,1,0,3,4
41,1,1,0,0,0,1,1,4,4,0,0,1,0,1,2,1,1,1,6,6
42,1,1,0,1,1,2,2,7,2,0,0,3,0,1,2,1,1,0,3,5
43,1,1,0,0,0,1,1,2,4,0,0,1,0,5,2,10,1,0,6,1
44,1,1,0,0,0,2,2,7,1,0,0,1,0,3,3,1,1,0,6,1
45,1,1,0,0,0,1,1,7,1,0,0,1,0,4,1,1,1,0,5,3
46,1,1,0,0,0,2,2,5,6,0,0,1,0,5,2,1,1,1,6,1
47,1,1,0,0,0,4,4,7,3,0,0,1,0,4,2,1,2,0,5,6
48,1,1,0,1,1,1,1,7,2,0,0,1,0,1,2,1,1,0,3,2
49,1,2,0,0,0,5,5,1,2,6,0,1,0,1,1,2,1,0,1,4
50,1,1,0,0,0,1,1,2,6,0,0,1,0,4,2,2,1,0,5,2
51,1,1,0,0,0,3,3,1,2,0,0,1,0,4,2,2,1,0,1,5
52,1,2,0,0,0,2,2,3,2,1,0,1,0,1,5,1,1,0,1,5
53,1,1,0,1,1,1,1,4,2,0,0,1,0,1,2,1,1,0,3,1
54,1,1,0,0,0,1,1,1,2,0,0,1,0,4,2,1,1,1,5,1
55,1,3,0,0,0,3,3,4,3,1,0,1,0,1,2,1,1,0,1,5
56,1,2,0,0,0,3,3,1,3,0,0,8,0,1,1,1,1,0,0,4
57,1,1,0,1,1,1,1,3,3,0,0,1,0,1,2,1,1,0,3,6
58,1,2,0,0,0,7,7,3,6,6,0,1,0,1,2,10,1,0,1,5
59,1,1,0,0,0,3,3,6,3,0,0,1,0,1,2,1,1,1,0,6
60,1,1,0,0,0,1,1,7,2,0,0,1,0,5,1,1,1,0,6,3
61,1,1,0,0,0,3,3,1,2,0,0,1,0,4,2,1,1,1,0,1
62,1,1,0,1,1,1,1,4,1,0,0,1,0,1,2,1,1,0,3,1
63,1,2,0,0,0,2,2,7,4,1,0,1,0,1,1,1,1,0,1,3
64,1,1,0,0,0,2,2,1,6,0,0,1,0,3,3,10,1,1,6,1
65,1,4,0,0,0,8,8,4,3,2,0,1,0,1,1,1,1,0,1,3
66,1,1,0,0,0,1,1,1,4,0,0,1,0,4,2,1,1,0,0,5
67,1,2,0,1,1,2,2,1,2,0,0,1,0,1,3,1,1,1,3,6
68,1,1,0,0,0,1,1,1,4,0,0,1,0,4,2,2,1,1,5,1
69,1,1,0,1,1,1,1,1,6,0,0,1,0,1,3,1,1,0,3,5
70,1,1,0,1,1,1,1,6,6,0,0,1,0,1,2,1,1,0,3,6
71,1,4,0,0,0,4,4,2,1,0,0,1,0,3,3,1,1,0,5,2
72,1,2,0,0,0,4,4,3,2,8,0,1,0,1,2,1,1,1,1,5
73,1,2,1,1,1,1,1,6,2,0,0,1,1,5,1,1,1,0,6,3
74,1,1,0,1,1,1,1,2,2,0,0,1,0,1,2,10,1,0,3,5
75,1,1,0,0,0,1,1,3,2,0,0,1,0,1,1,10,1,0,0,4
76,1,1,0,0,0,2,2,7,1,0,0,1,0,3,2,1,1,1,6,2
77,1,1,0,0,0,1,1,3,4,0,0,1,0,4,1,1,1,1,1,4
78,1,2,0,0,0,4,4,6,3,1,0,2,0,1,1,4,1,1,1,4
79,1,1,0,0,0,1,1,3,6,0,0,1,0,4,2,1,1,0,0,6
80,1,2,0,0,0,4,4,1,2,6,0,2,0,1,3,1,4,2,1,1
81,1,3,0,0,0,3,3,1,2,1,0,2,0,1,1,1,1,1,1,3
82,1,1,0,0,0,1,1,1,3,0,0,1,0,4,1,1,1,1,5,4
83,1,2,0,0,0,4,4,1,6,6,0,2,0,1,3,2,1,1,1,5
84,1,1,0,0,0,2,2,3,3,0,0,1,0,4,1,2,2,0,6,4
85,1,1,0,1,1,1,1,3,2,0,0,1,0,1,2,2,1,0,3,5
86,1,1,0,0,0,1,1,3,4,0,0,1,0,4,2,1,1,1,6,5
87,1,2,0,1,1,2,2,5,6,0,0,1,0,1,3,10,1,0,3,5
88,1,2,0,0,0,4,4,3,3,6,0,2,0,1,1,1,1,0,1,3
89,1,2,0,0,0,3,3,1,2,0,0,2,0,1,2,1,1,0,0,5
90,1,3,0,0,0,3,3,2,1,6,0,1,0,1,3,2,2,0,1,2
91,1,1,0,0,0,1,1,6,1,0,1,19,0,3,2,1,1,0,6,6
92,1,1,0,0,0,1,1,6,4,0,0,3,0,4,1,1,1,1,6,4
93,1,2,0,0,0,2,2,4,3,2,0,1,0,1,1,10,2,0,1,2
94,1,1,0,1,1,1,1,7,6,0,0,8,0,1,3,10,1,0,3,5
95,1,1,0,0,0,1,1,4,4,0,0,1,0,4,1,10,1,0,5,3
96,1,1,0,0,0,2,2,7,4,0,0,1,0,4,2,1,1,1,0,2
97,1,1,0,0,0,1,1,7,1,0,1,5,0,8,3,2,1,1,5,1
98,1,1,0,0,0,2,2,7,4,0,0,1,0,4,2,1,1,1,6,1
99,1,2,0,0,0,3,3,5,4,2,0,2,0,1,1,10,2,0,1,4
100,1,1,0,0,0,1,1,2,2,0,0,1,0,4,2,2,1,1,6,6
101,1,2,0,0,0,2,2,6,2,6,0,1,0,1,2,2,1,1,1,1
102,1,2,0,0,0,3,3,6,3,2,0,1,0,1,2,2,1,0,1,5
103,1,3,0,0,0,3,3,7,3,2,0,1,0,1,1,5,1,0,1,3
104,1,1,0,0,0,1,1,7,3,0,0,1,0,4,1,10,1,0,6,5
105,1,1,0,0,0,2,2,2,4,0,0,1,0,4,2,1,1,1,1,6
106,1,1,0,0,0,1,1,7,3,0,0,1,0,4,2,1,1,0,6,1
107,1,1,0,1,1,2,2,7,1,0,0,1,0,1,2,1,1,0,3,6
108,1,2,0,0,0,2,2,4,1,1,0,1,0,1,2,1,1,1,1,6
109,1,1,0,0,0,1,1,6,1,0,0,1,0,1,2,10,1,0,0,6
110,1,2,0,0,0,3,3,7,1,1,0,1,0,1,2,1,1,0,1,6
111,1,2,0,1,1,5,5,4,1,1,0,1,0,1,2,10,1,0,1,5
112,1,1,0,0,0,2,2,1,3,0,0,1,0,4,3,1,1,1,5,2
113,1,2,0,0,0,2,2,1,2,2,0,1,0,1,2,10,1,0,1,6
114,1,2,0,0,0,2,2,3,2,6,0,1,0,1,1,10,1,0,1,4
115,1,2,0,0,0,3,3,1,3,1,0,1,0,1,1,1,1,0,1,4
116,1,1,0,0,0,1,1,3,4,0,0,1,0,4,1,10,1,0,5,3
117,1,2,0,0,0,3,3,2,4,6,0,2,0,1,1,1,1,0,1,2
118,1,1,0,1,1,1,1,2,6,0,0,3,0,1,1,1,1,0,3,3
119,1,1,0,0,0,4,4,3,4,0,0,1,0,5,1,1,2,0,6,4
120,1,2,0,0,0,2,2,5,3,2,0,1,0,1,1,1,1,0,1,4
121,1,1,0,1,1,1,1,6,4,0,0,1,0,1,2,1,1,0,3,6
122,1,2,0,0,0,3,3,3,6,6,0,2,0,1,1,1,1,0,1,2
123,1,2,0,0,0,3,3,3,2,2,0,1,0,1,1,10,1,0,1,3
124,1,1,0,1,1,2,2,3,4,0,0,1,0,1,2,1,1,0,3,5
125,1,2,0,0,0,3,3,5,6,6,0,2,0,1,3,1,1,0,1,2
126,1,2,0,0,0,2,2,5,4,6,0,8,0,1,1,10,1,0,1,3
127,1,2,0,0,0,2,2,6,2,6,0,2,0,1,2,10,1,0,1,6
128,1,3,0,0,0,3,3,6,4,6,0,1,0,1,2,10,1,1,1,6
129,1,1,0,0,0,2,2,7,4,0,0,1,0,4,2,1,1,1,6,2
130,1,1,0,1,1,2,2,2,6,0,0,1,0,1,5,1,1,0,3,5
131,1,3,0,0,0,4,4,6,3,2,0,1,0,1,2,1,1,0,1,5
132,1,3,0,0,0,4,4,6,3,6,0,1,0,1,1,10,1,0,1,3
133,1,2,0,0,0,3,3,7,4,2,0,1,0,1,1,1,1,1,1,5
134,1,1,0,0,0,2,2,7,4,0,0,1,0,5,2,1,2,1,6,6
135,1,2,0,0,0,2,2,2,6,2,0,2,0,1,3,1,1,2,1,1
136,1,2,0,0,0,4,4,3,6,2,0,3,0,1,3,1,1,1,1,5
137,1,2,0,0,0,3,3,3,3,6,1,2,1,1,3,1,1,0,1,6
138,1,3,0,0,0,4,4,7,6,1,0,1,0,1,2,1,1,1,1,6
139,1,2,0,0,0,2,2,4,4,2,0,1,0,1,1,1,1,0,1,5
140,1,1,0,1,1,2,2,6,4,0,0,1,0,4,1,1,1,0,3,3
141,1,1,0,0,0,1,1,6,3,0,0,1,0,4,5,10,1,1,6,5
142,1,2,0,0,0,2,2,1,3,2,0,1,0,1,1,1,1,0,1,3
143,1,1,0,0,0,1,1,7,3,0,0,1,0,4,1,1,1,1,5,4
144,1,2,0,0,0,2,2,2,3,2,0,1,0,1,4,10,1,0,1,2
145,1,5,0,0,0,6,6,2,2,2,0,1,0,1,1,2,1,0,1,5
146,1,1,0,0,0,1,1,2,4,0,0,1,0,4,1,2,1,0,6,3
147,1,2,0,0,0,3,3,2,3,0,0,1,0,4,2,1,1,0,5,6
148,1,1,0,0,0,1,1,6,1,0,0,1,0,4,1,1,1,0,6,4
149,1,2,0,0,0,2,2,6,1,0,0,1,0,3,3,1,1,0,5,2
150,1,2,0,0,0,3,3,2,4,6,0,1,0,1,5,2,1,0,1,5
151,1,1,0,0,0,1,1,5,3,0,0,1,0,4,1,1,1,0,6,3
152,1,1,0,1,1,1,1,7,6,0,0,3,0,1,3,1,1,0,3,6
153,1,2,0,0,0,3,3,2,2,6,0,2,0,1,1,1,1,0,1,4
154,1,1,0,1,1,1,1,5,6,0,0,2,0,1,2,1,1,0,3,2
155,1,2,0,0,0,2,2,7,2,6,0,2,0,1,3,10,1,0,1,2
156,1,1,0,0,0,2,2,2,4,0,0,1,0,4,1,1,1,0,6,4
157,1,2,0,0,0,3,3,2,2,6,0,1,0,1,1,2,2,0,1,4
158,1,1,0,0,0,1,1,6,6,0,0,3,0,4,3,10,1,1,6,1
159,1,1,0,0,0,1,1,7,4,0,0,1,0,4,2,10,1,1,6,6
160,1,1,0,0,0,2,2,1,3,0,0,3,0,4,2,1,1,1,6,1
161,1,2,0,0,0,3,3,2,3,6,0,2,0,1,1,2,1,0,1,4
162,1,2,0,0,0,4,4,4,2,6,0,2,0,1,3,1,1,0,1,6
163,1,2,0,0,0,2,2,5,4,2,0,1,0,1,2,5,1,0,1,2
164,1,2,0,0,0,5,5,7,2,6,0,1,0,1,2,1,1,1,1,6
165,1,2,0,0,0,2,2,4,3,1,0,8,0,1,2,1,1,0,1,2
166,1,1,0,0,0,2,2,4,3,0,0,1,0,4,1,1,1,0,6,3
167,1,1,0,0,0,1,1,5,3,0,0,3,0,4,1,10,1,0,5,2
168,1,2,0,0,0,4,4,5,3,6,0,8,0,1,3,2,1,0,1,6
169,1,1,0,1,1,1,1,7,3,0,0,1,0,1,2,2,1,0,3,6
170,1,2,0,0,0,2,2,7,2,6,0,2,0,1,1,10,1,0,1,3
171,1,3,0,0,0,5,5,7,2,6,0,1,0,1,2,10,2,0,1,6
172,1,1,0,0,0,1,1,1,3,0,0,1,0,4,2,10,1,0,5,1
173,1,2,0,0,0,2,2,1,4,6,0,2,0,1,1,10,1,0,1,3
174,1,1,0,1,1,1,1,6,2,0,0,1,0,1,3,10,1,0,3,6
175,1,1,0,0,0,1,1,3,4,0,0,1,0,4,1,1,1,1,5,4
176,1,1,0,0,0,1,1,4,3,0,0,6,0,1,1,1,1,0,0,4
177,1,1,0,0,0,3,3,6,4,0,0,1,0,4,1,1,1,0,1,4
178,1,1,0,0,0,2,2,6,4,0,0,1,0,4,2,1,1,1,6,6
179,1,2,0,0,0,4,4,7,4,2,0,1,0,1,1,1,1,1,1,4
180,1,2,0,0,0,3,3,1,3,2,0,1,0,1,1,1,1,0,1,3
181,1,2,0,0,0,6,6,4,1,7,0,1,0,1,1,1,1,0,1,4
182,1,1,0,0,0,2,2,7,1,0,0,1,0,3,2,2,1,1,0,2
183,1,1,0,0,0,1,1,3,1,0,0,1,0,3,1,1,1,0,0,3
184,1,2,0,0,0,4,4,6,4,2,0,1,0,1,1,2,1,0,1,3
185,1,2,0,0,0,2,2,6,4,6,0,2,0,1,1,1,1,1,1,5
186,1,2,0,0,0,3,3,4,6,6,0,2,0,1,1,1,2,1,1,3
187,1,1,0,0,0,1,1,6,4,0,0,1,1,4,2,10,1,1,6,6
188,1,2,0,0,0,2,2,7,2,6,0,8,0,1,3,10,1,1,1,6
189,1,2,0,0,0,3,3,2,4,6,0,2,0,1,1,1,1,0,1,3
190,1,2,0,0,0,5,5,2,4,2,0,1,0,1,1,10,2,0,1,3
191,1,2,0,0,0,4,4,4,3,6,0,2,0,1,1,1,1,0,1,3
192,1,1,0,0,0,1,1,5,3,0,0,1,0,4,2,1,1,0,5,6
193,1,2,0,0,0,2,2,5,1,2,0,1,0,1,2,1,1,0,1,6
194,1,2,0,0,0,2,2,7,1,1,0,1,0,1,2,10,1,1,1,1
195,1,1,0,0,0,3,3,6,1,0,1,19,0,3,2,1,1,0,0,5
196,1,1,0,0,0,2,2,3,1,0,0,1,0,3,2,1,1,1,6,1
197,1,1,0,1,1,2,2,5,3,0,0,1,0,1,3,1,1,0,3,5
198,1,2,0,0,0,2,2,5,2,6,0,1,0,1,3,2,1,0,1,6
199,1,1,0,1,1,1,1,2,3,0,0,1,0,1,2,10,1,0,3,6
200,1,2,0,0,0,2,2,5,4,6,0,2,0,1,1,1,1,0,1,4
201,1,1,0,0,0,1,1,7,2,0,0,1,0,5,1,10,1,0,0,5
202,1,2,0,0,0,2,2,5,4,6,0,2,0,1,1,1,1,0,1,3
203,1,1,0,0,0,1,1,5,2,0,0,1,0,3,1,1,1,0,6,5
204,1,2,0,0,0,3,3,5,3,2,0,1,0,1,2,1,2,0,1,6
205,1,2,0,0,0,3,3,5,2,6,0,2,0,1,2,1,1,1,1,6
206,1,1,0,0,0,1,1,7,6,0,0,1,0,4,3,1,1,0,5,6
207,1,1,0,0,0,5,5,1,6,0,0,3,0,4,1,1,1,0,0,5
208,1,1,0,0,0,1,1,2,3,0,0,1,0,4,2,1,1,1,6,1
209,1,2,0,0,0,3,3,2,2,1,0,1,2,1,1,1,1,0,1,3
210,1,2,0,0,0,6,6,2,3,2,0,1,0,1,1,1,2,0,1,4
211,1,1,0,0,0,1,1,2,4,0,0,1,0,4,5,1,1,0,6,5
212,1,1,0,0,0,2,2,3,4,0,0,1,0,4,1,1,1,0,6,4
213,1,2,0,0,0,3,3,4,3,0,0,1,0,4,1,1,2,0,6,2
214,1,2,0,0,0,7,7,6,2,1,0,3,0,1,3,1,1,1,1,6
215,1,1,0,1,1,1,1,2,3,0,0,1,0,1,2,1,1,0,3,6
216,1,2,0,0,0,2,2,5,6,6,0,2,0,1,3,1,1,1,1,6
217,1,1,0,0,0,2,2,6,2,0,0,1,0,4,1,1,1,0,5,3
218,1,1,0,0,0,1,1,6,6,0,0,1,0,4,1,1,1,0,0,3
219,1,1,0,0,0,1,1,1,4,0,0,1,0,4,1,1,1,0,6,5
220,1,2,0,0,0,3,3,2,2,2,0,1,0,1,1,1,1,0,1,2
221,1,1,0,0,0,2,2,1,1,0,0,1,0,4,1,1,1,0,6,3
222,1,1,0,0,0,2,2,7,1,0,0,1,0,4,1,1,1,0,0,6
223,1,1,0,0,0,4,4,2,1,0,0,1,0,4,3,1,1,0,6,6
224,1,1,0,0,0,1,1,5,1,0,0,1,0,4,1,1,1,0,6,5
225,1,2,1,1,2,1,2,2,1,0,0,1,0,2,1,1,1,0,1,5
226,1,1,0,0,0,1,1,6,1,0,1,19,0,4,1,1,1,0,5,5
227,1,1,0,0,0,1,1,7,4,0,0,1,0,4,1,10,1,0,0,4
228,1,1,0,0,0,2,2,1,3,0,0,1,0,4,2,1,1,1,5,1
229,1,1,0,0,0,2,2,1,2,0,0,1,0,4,1,1,1,1,1,5
230,1,1,0,0,0,9,9,7,4,0,0,1,0,4,1,1,1,0,0,5
231,1,1,0,0,0,1,1,2,4,0,0,1,0,4,1,1,1,0,5,3
232,1,2,0,0,0,3,3,2,3,6,0,2,0,1,1,1,1,0,1,4
233,1,1,0,0,0,1,1,1,6,0,0,1,0,5,2,1,1,1,6,1
234,1,1,0,0,0,2,2,7,2,0,0,1,0,1,1,1,1,0,0,4
235,1,2,0,0,0,2,2,5,4,2,0,1,0,1,1,1,1,0,1,2
236,1,1,0,0,0,1,1,5,4,0,0,1,0,1,1,1,1,1,0,4
237,1,1,0,0,0,1,1,5,4,0,0,3,0,8,2,10,1,0,5,6
238,1,1,0,1,1,1,1,6,6,0,0,1,0,1,2,2,1,0,3,6
239,1,1,0,0,0,1,1,6,4,0,0,8,0,4,1,1,1,0,6,3
240,1,1,0,0,0,1,1,2,4,0,0,1,0,1,2,1,1,0,0,1
241,1,2,0,0,0,3,3,2,4,2,0,1,0,1,1,1,1,0,1,2
242,1,2,0,0,0,7,7,2,6,6,0,2,0,1,1,1,1,0,1,4
243,1,2,0,0,0,2,2,4,2,0,0,2,0,1,1,1,1,0,0,2
244,1,2,0,0,0,2,2,4,3,6,0,1,0,1,1,1,1,1,1,2
245,1,1,0,0,0,1,1,4,2,0,0,1,0,4,1,1,1,0,1,5
246,1,1,0,0,0,1,1,4,4,0,0,1,0,4,2,2,1,1,6,5
247,1,1,0,1,1,1,1,4,6,0,0,1,0,1,5,1,1,0,3,6
248,1,1,0,0,0,1,1,5,4,0,0,1,0,4,1,10,1,0,1,4
249,1,2,0,0,0,2,2,5,2,6,0,1,0,1,1,10,1,0,1,4
250,1,2,0,0,0,2,2,6,3,1,0,1,0,1,1,1,1,0,1,5
251,1,1,0,0,0,1,1,6,4,0,0,1,0,4,1,1,1,0,6,5
252,1,1,0,0,0,1,1,1,4,0,0,1,0,4,1,1,1,1,6,5
253,1,1,0,0,0,1,1,1,4,0,0,1,0,1,2,10,1,1,0,6
254,1,2,0,0,0,4,4,2,4,6,0,1,0,1,1,2,1,0,1,3
255,1,1,0,1,1,1,1,4,2,0,0,1,0,1,3,1,1,0,3,6
256,1,2,0,0,0,4,4,4,2,6,0,2,0,1,4,10,1,0,1,2
257,1,2,0,0,0,2,2,3,2,6,0,8,0,1,1,1,1,0,1,4
258,1,2,0,0,0,2,2,2,6,2,0,1,0,1,1,10,1,0,1,4
259,1,1,0,2,2,1,1,4,4,0,0,1,0,2,1,10,1,0,3,3
260,1,3,0,0,0,4,4,5,2,1,0,1,0,1,1,1,1,0,1,5
261,1,3,0,0,0,3,3,6,6,6,0,2,0,1,3,10,1,1,1,6
262,1,2,0,0,0,3,3,6,2,2,0,2,0,1,3,1,1,0,1,6
263,1,2,0,0,0,3,3,1,1,8,0,1,0,1,1,10,1,1,1,5
264,1,1,0,0,0,1,1,7,4,0,0,1,0,4,1,1,1,0,1,5
265,1,1,0,0,0,1,1,1,3,0,0,1,0,4,1,1,1,0,5,5
266,1,1,0,0,0,3,3,1,4,0,0,1,0,4,1,1,1,1,5,4
267,1,1,0,0,0,1,1,1,3,0,0,1,0,4,5,1,1,1,1,5
268,1,2,0,0,0,4,4,4,4,6,0,2,0,1,1,1,1,0,1,5
269,1,2,0,0,0,2,2,5,1,1,0,1,0,1,1,2,1,0,1,4
270,1,2,0,0,0,4,4,2,1,1,0,1,0,1,2,1,1,1,1,6
271,1,1,0,0,0,3,3,3,1,0,0,1,0,4,1,1,1,0,6,3
272,1,1,0,1,1,1,1,3,6,0,0,1,0,1,2,10,1,0,3,6
273,1,1,0,1,1,1,1,7,4,0,0,1,0,1,2,1,1,1,3,2
274,1,2,0,0,0,5,5,5,2,6,0,3,0,1,1,1,1,0,1,4
275,1,3,0,0,0,4,4,5,3,1,0,3,0,1,1,10,1,0,1,4
276,1,5,0,0,0,7,7,7,3,6,0,1,0,1,1,1,1,0,1,4
277,1,2,0,0,0,2,2,2,3,2,0,1,0,1,1,5,1,0,1,2
278,1,1,0,0,0,4,4,7,2,0,0,1,0,3,3,1,1,0,0,5
279,1,1,0,0,0,1,1,3,4,0,0,1,0,4,3,1,1,0,6,6
280,1,2,0,0,0,2,2,4,2,2,0,1,0,1,1,1,2,0,1,5
281,1,1,0,1,1,1,1,4,3,0,0,1,0,1,2,1,1,0,3,6
282,1,1,0,1,1,1,1,6,3,0,0,1,0,1,2,1,1,0,3,1
283,1,1,0,0,0,2,2,7,3,0,0,1,0,5,1,1,1,0,5,5
284,1,1,0,0,0,1,1,2,4,0,0,1,0,4,2,1,1,0,6,1
285,1,1,0,0,0,1,1,3,4,0,0,1,0,4,1,10,1,1,5,5
286,1,2,0,0,0,2,2,4,4,2,0,1,0,1,1,2,2,0,1,4
287,1,1,0,1,1,1,1,5,2,0,0,2,0,1,1,10,1,0,3,4
288,1,2,0,0,0,2,2,6,2,2,0,1,0,1,1,2,1,1,1,5
289,1,1,0,1,1,2,2,1,6,0,0,1,0,1,3,1,1,0,3,1
290,1,1,0,0,0,2,2,6,4,0,0,1,0,4,2,10,1,1,5,1
291,1,1,0,0,0,1,1,3,4,0,0,1,0,4,2,1,1,1,1,1
292,1,2,0,0,0,4,4,1,6,6,0,8,0,1,3,1,1,2,1,1
293,1,3,0,0,0,7,7,7,1,1,0,1,0,1,2,10,1,1,1,6
294,1,3,2,1,2,1,2,6,1,0,0,1,0,4,1,1,1,0,1,5
295,1,2,0,0,0,2,2,1,1,1,1,3,0,1,1,1,1,0,1,4
296,1,1,0,0,0,1,1,2,2,0,0,1,0,4,1,1,1,1,6,4
297,1,3,0,0,0,5,5,1,1,0,0,1,0,1,2,1,2,0,0,2
298,1,2,0,0,0,2,2,6,3,2,0,1,0,1,4,1,1,0,1,2
299,1,1,0,0,0,1,1,7,6,0,0,3,0,4,1,10,1,0,6,3
300,1,1,0,0,0,1,1,1,6,0,0,1,0,4,2,10,1,1,5,1
301,1,1,0,0,0,1,1,7,3,0,0,1,0,4,3,1,1,1,6,1
302,1,1,0,0,0,1,1,3,6,0,0,1,0,4,1,1,1,1,5,4
303,1,2,0,0,0,2,2,1,3,1,1,2,0,1,1,1,1,1,1,5
304,1,1,0,0,0,1,1,2,2,0,0,1,0,4,2,1,1,0,0,5
305,1,1,0,0,0,3,3,5,4,0,0,1,0,4,1,2,2,0,1,5
306,1,2,0,0,0,2,2,4,1,0,0,1,0,4,1,2,1,0,6,4
307,1,1,0,0,0,1,1,4,1,0,0,1,0,3,2,10,1,0,6,1
308,1,2,0,0,0,3,3,3,4,2,0,1,0,1,2,1,1,0,1,6
309,1,3,0,0,0,3,3,4,4,6,0,2,0,1,1,1,1,0,1,3
310,1,2,0,0,0,3,3,4,4,6,0,2,0,1,1,1,1,0,1,5
311,1,3,1,0,0,4,4,7,2,6,0,2,0,1,1,1,1,0,1,4
312,1,1,0,0,0,2,2,1,3,0,0,1,0,4,2,1,1,0,6,1
313,1,1,0,0,0,2,2,3,4,0,0,1,0,4,1,1,1,0,0,4
314,1,1,0,0,0,2,2,5,4,0,0,1,0,4,1,1,1,0,6,2
315,1,1,0,0,0,2,2,5,4,0,0,8,0,4,2,1,1,1,0,6
316,1,1,0,0,0,1,1,6,4,0,0,1,0,4,2,1,1,1,6,1
317,1,2,0,0,0,2,2,6,3,6,0,1,0,1,1,1,1,0,1,2
318,1,2,0,0,0,2,2,6,3,0,0,1,1,1,1,1,1,0,0,3
319,1,1,0,0,0,1,1,6,3,0,0,1,0,4,2,10,1,0,5,6
320,1,2,0,0,0,2,2,5,3,6,0,1,0,1,1,5,1,0,1,2
321,1,2,0,0,0,2,2,7,3,6,0,1,0,1,1,2,1,0,1,5
322,1,1,0,0,0,1,1,7,4,0,0,1,0,4,1,10,1,1,1,4
323,1,1,0,0,0,1,1,1,4,0,0,1,0,4,1,1,1,1,6,2
324,1,1,0,0,0,2,2,1,4,0,0,1,0,4,1,1,1,0,1,5
325,1,2,0,0,0,8,8,4,3,6,0,2,0,1,1,10,1,0,1,4
326,1,1,0,0,0,1,1,5,3,0,0,1,0,4,1,1,1,0,6,2
327,1,2,0,0,0,2,2,5,4,2,0,1,0,1,1,10,1,0,1,3
328,1,1,0,0,0,1,1,5,4,0,0,1,0,4,1,10,1,0,1,3
329,1,1,0,0,0,1,1,7,3,0,0,1,0,4,2,10,1,0,6,1
